Common Name,Scientific Name,Count,State/Province,Date
Oie à tête barrée,Anser indicus,2,FR-IDF,2026-03-07
Bernache du Canada,Branta canadensis,4,FR-IDF,2026-02-28
Bernache du Canada,Branta canadensis,10,FR-IDF,2026-03-21
Bernache du Canada,Branta canadensis,1,FR-IDF,2025-11-04
Bernache du Canada,Branta canadensis,60,FR-IDF,2025-08-24
Bernache du Canada,Branta canadensis,50,FR-IDF,2026-03-07
Bernache du Canada,Branta canadensis,20,FR-IDF,2026-02-28
Bernache du Canada,Branta canadensis,5,FR-IDF,2025-09-28
Bernache du Canada,Branta canadensis,2,FR-IDF,2025-10-06
Bernache du Canada,Branta canadensis,2,FR-IDF,2026-01-04
Bernache du Canada,Branta canadensis,2,FR-IDF,2026-04-04
Bernache du Canada,Branta canadensis,4,FR-IDF,2026-04-06
Cygne tuberculé,Cygnus olor,3,FR-BFC,2025-08-11
Cygne tuberculé,Cygnus olor,5,FR-IDF,2025-08-23
Cygne tuberculé,Cygnus olor,2,FR-IDF,2026-02-28
Cygne tuberculé,Cygnus olor,1,FR-IDF,2025-08-23
Cygne tuberculé,Cygnus olor,3,FR-IDF,2025-08-30
Cygne tuberculé,Cygnus olor,2,FR-IDF,2025-08-24
Cygne tuberculé,Cygnus olor,7,FR-IDF,2025-08-15
Cygne tuberculé,Cygnus olor,1,FR-IDF,2025-08-16
Cygne tuberculé,Cygnus olor,5,FR-IDF,2025-08-17
Cygne tuberculé,Cygnus olor,8,FR-IDF,2025-08-23
Cygne tuberculé,Cygnus olor,10,FR-IDF,2025-08-24
Cygne tuberculé,Cygnus olor,16,FR-IDF,2025-08-25
Cygne tuberculé,Cygnus olor,28,FR-IDF,2025-08-30
Cygne tuberculé,Cygnus olor,25,FR-IDF,2025-08-31
Cygne tuberculé,Cygnus olor,35,FR-IDF,2025-09-18
Cygne tuberculé,Cygnus olor,35,FR-IDF,2025-09-27
Cygne tuberculé,Cygnus olor,30,FR-IDF,2025-09-28
Cygne tuberculé,Cygnus olor,7,FR-IDF,2025-10-06
Cygne tuberculé,Cygnus olor,4,FR-IDF,2025-11-11
Cygne tuberculé,Cygnus olor,5,FR-IDF,2025-11-30
Cygne tuberculé,Cygnus olor,6,FR-IDF,2025-12-09
Cygne tuberculé,Cygnus olor,5,FR-IDF,2025-12-13
Cygne tuberculé,Cygnus olor,5,FR-IDF,2026-01-04
Cygne tuberculé,Cygnus olor,2,FR-IDF,2026-03-02
Cygne tuberculé,Cygnus olor,1,FR-IDF,2026-04-25
Canard de Chine,Anas zonorhyncha,1,JP-13,2026-05-15
Canard de Chine,Anas zonorhyncha,X,JP-13,2026-05-14
Canard colvert,Anas platyrhynchos,1,FR-OCC,2025-07-29
Canard colvert,Anas platyrhynchos,X,FR-OCC,2025-07-27
Canard colvert,Anas platyrhynchos,15,ES-CT,2025-10-12
Canard colvert,Anas platyrhynchos,15,FR-BFC,2025-08-11
Canard colvert,Anas platyrhynchos,5,FR-IDF,2026-02-28
Canard colvert,Anas platyrhynchos,1,FR-IDF,2025-08-23
Canard colvert,Anas platyrhynchos,8,FR-IDF,2026-02-28
Canard colvert,Anas platyrhynchos,18,FR-IDF,2026-02-28
Canard colvert,Anas platyrhynchos,25,FR-IDF,2026-03-21
Canard colvert,Anas platyrhynchos,1,FR-IDF,2026-03-22
Canard colvert,Anas platyrhynchos,3,FR-IDF,2025-08-23
Canard colvert,Anas platyrhynchos,10,FR-IDF,2025-08-30
Canard colvert,Anas platyrhynchos,2,FR-IDF,2026-03-21
Canard colvert,Anas platyrhynchos,10,FR-IDF,2025-08-24
Canard colvert,Anas platyrhynchos,20,FR-IDF,2026-03-07
Canard colvert,Anas platyrhynchos,2,FR-IDF,2026-04-04
Canard colvert,Anas platyrhynchos,10,FR-IDF,2026-04-26
Canard colvert,Anas platyrhynchos,1,FR-IDF,2026-04-18
Canard colvert,Anas platyrhynchos,6,FR-IDF,2026-04-25
Canard colvert,Anas platyrhynchos,10,FR-IDF,2025-08-15
Canard colvert,Anas platyrhynchos,20,FR-IDF,2025-08-16
Canard colvert,Anas platyrhynchos,20,FR-IDF,2025-08-24
Canard colvert,Anas platyrhynchos,30,FR-IDF,2025-08-30
Canard colvert,Anas platyrhynchos,5,FR-IDF,2025-08-31
Canard colvert,Anas platyrhynchos,10,FR-IDF,2025-09-18
Canard colvert,Anas platyrhynchos,10,FR-IDF,2025-09-27
Canard colvert,Anas platyrhynchos,10,FR-IDF,2025-09-28
Canard colvert,Anas platyrhynchos,20,FR-IDF,2025-10-06
Canard colvert,Anas platyrhynchos,3,FR-IDF,2025-12-09
Canard colvert,Anas platyrhynchos,7,FR-IDF,2025-12-13
Canard colvert,Anas platyrhynchos,8,FR-IDF,2026-01-04
Canard colvert,Anas platyrhynchos,10,FR-IDF,2026-03-02
Canard colvert,Anas platyrhynchos,2,FR-IDF,2026-04-12
Canard colvert,Anas platyrhynchos,1,FR-IDF,2026-04-18
Sarcelle d'hiver,Anas crecca,4,FR-IDF,2026-02-28
Sarcelle d'hiver,Anas crecca,5,FR-IDF,2026-03-21
Faisan de Colchide,Phasianus colchicus,2,FR-IDF,2026-04-18
Faisan de Colchide,Phasianus colchicus,3,FR-IDF,2026-04-26
Faisan de Colchide,Phasianus colchicus,1,FR-IDF,2026-04-12
Faisan de Colchide,Phasianus colchicus,5,FR-IDF,2026-04-18
Faisan de Colchide,Phasianus colchicus,5,FR-IDF,2026-04-25
Faisan de Colchide,Phasianus colchicus,2,FR-IDF,2026-04-12
Faisan de Colchide,Phasianus colchicus,3,FR-IDF,2026-04-12
Faisan de Colchide,Phasianus colchicus,1,FR-IDF,2026-04-18
Faisan de Colchide,Phasianus colchicus,2,FR-IDF,2026-04-25
Faisan de Colchide,Phasianus colchicus,2,FR-IDF,2026-04-26
Faisan de Colchide,Phasianus colchicus,2,FR-IDF,2026-04-06
Faisan de Colchide,Phasianus colchicus,2,FR-IDF,2026-04-26
Pigeon biset,Columba livia,15,ES-CT,2025-10-12
Pigeon biset,Columba livia,3,ES-CT,2025-10-11
Pigeon colombin,Columba oenas,1,FR-IDF,2026-03-07
Pigeon colombin,Columba oenas,2,FR-IDF,2026-02-08
Pigeon colombin,Columba oenas,2,FR-IDF,2026-04-18
Pigeon colombin,Columba oenas,1,FR-IDF,2026-04-12
Pigeon colombin,Columba oenas,2,FR-IDF,2026-04-12
Pigeon ramier,Columba palumbus,3,ES-CT,2025-10-11
Pigeon ramier,Columba palumbus,X,FR-BFC,2025-08-11
Pigeon ramier,Columba palumbus,8,FR-BFC,2025-08-09
Pigeon ramier,Columba palumbus,4,FR-IDF,2026-04-18
Pigeon ramier,Columba palumbus,5,FR-IDF,2026-04-26
Pigeon ramier,Columba palumbus,4,FR-IDF,2026-04-12
Pigeon ramier,Columba palumbus,2,FR-IDF,2025-09-06
Pigeon ramier,Columba palumbus,2,FR-IDF,2026-02-28
Pigeon ramier,Columba palumbus,10,FR-IDF,2026-03-21
Pigeon ramier,Columba palumbus,4,FR-IDF,2025-08-31
Pigeon ramier,Columba palumbus,2,FR-IDF,2025-09-08
Pigeon ramier,Columba palumbus,3,FR-IDF,2025-09-14
Pigeon ramier,Columba palumbus,2,FR-IDF,2025-12-16
Pigeon ramier,Columba palumbus,2,FR-IDF,2026-01-07
Pigeon ramier,Columba palumbus,10,FR-IDF,2026-01-17
Pigeon ramier,Columba palumbus,4,FR-IDF,2026-01-18
Pigeon ramier,Columba palumbus,4,FR-IDF,2026-01-30
Pigeon ramier,Columba palumbus,2,FR-IDF,2026-01-31
Pigeon ramier,Columba palumbus,7,FR-IDF,2026-02-02
Pigeon ramier,Columba palumbus,8,FR-IDF,2026-02-07
Pigeon ramier,Columba palumbus,2,FR-IDF,2026-02-08
Pigeon ramier,Columba palumbus,2,FR-IDF,2026-02-17
Pigeon ramier,Columba palumbus,8,FR-IDF,2026-02-28
Pigeon ramier,Columba palumbus,4,FR-IDF,2026-03-07
Pigeon ramier,Columba palumbus,2,FR-IDF,2026-03-09
Pigeon ramier,Columba palumbus,1,FR-IDF,2026-03-10
Pigeon ramier,Columba palumbus,2,FR-IDF,2026-03-21
Pigeon ramier,Columba palumbus,2,FR-IDF,2026-03-22
Pigeon ramier,Columba palumbus,5,FR-IDF,2026-04-19
Pigeon ramier,Columba palumbus,3,FR-IDF,2026-04-21
Pigeon ramier,Columba palumbus,5,FR-IDF,2026-01-18
Pigeon ramier,Columba palumbus,16,FR-IDF,2026-02-08
Pigeon ramier,Columba palumbus,4,FR-IDF,2026-02-21
Pigeon ramier,Columba palumbus,1,FR-IDF,2025-08-23
Pigeon ramier,Columba palumbus,8,FR-IDF,2025-08-30
Pigeon ramier,Columba palumbus,10,FR-IDF,2026-03-21
Pigeon ramier,Columba palumbus,10,FR-IDF,2025-08-24
Pigeon ramier,Columba palumbus,6,FR-IDF,2026-03-07
Pigeon ramier,Columba palumbus,2,FR-IDF,2026-02-28
Pigeon ramier,Columba palumbus,10,FR-IDF,2026-04-18
Pigeon ramier,Columba palumbus,5,FR-IDF,2026-04-25
Pigeon ramier,Columba palumbus,2,FR-IDF,2025-09-02
Pigeon ramier,Columba palumbus,2,FR-IDF,2025-09-09
Pigeon ramier,Columba palumbus,2,FR-IDF,2025-08-17
Pigeon ramier,Columba palumbus,5,FR-IDF,2025-09-18
Pigeon ramier,Columba palumbus,2,FR-IDF,2025-09-27
Pigeon ramier,Columba palumbus,2,FR-IDF,2025-10-06
Pigeon ramier,Columba palumbus,2,FR-IDF,2025-12-09
Pigeon ramier,Columba palumbus,2,FR-IDF,2025-12-13
Pigeon ramier,Columba palumbus,2,FR-IDF,2026-03-02
Pigeon ramier,Columba palumbus,10,FR-IDF,2026-04-06
Pigeon ramier,Columba palumbus,2,FR-IDF,2026-04-12
Pigeon ramier,Columba palumbus,15,FR-IDF,2026-04-12
Pigeon ramier,Columba palumbus,5,FR-IDF,2026-04-18
Pigeon ramier,Columba palumbus,18,FR-IDF,2026-04-25
Pigeon ramier,Columba palumbus,20,FR-IDF,2026-04-04
Pigeon ramier,Columba palumbus,5,FR-IDF,2026-04-04
Pigeon ramier,Columba palumbus,6,FR-IDF,2026-04-06
Pigeon ramier,Columba palumbus,21,FR-IDF,2026-04-26
Tourterelle orientale,Streptopelia orientalis,X,JP-13,2026-05-17
Tourterelle orientale,Streptopelia orientalis,1,JP-13,2026-05-15
Tourterelle orientale,Streptopelia orientalis,X,JP-13,2026-05-14
Tourterelle turque,Streptopelia decaocto,1,FR-BFC,2025-08-11
Tourterelle turque,Streptopelia decaocto,2,FR-IDF,2026-03-21
Tourterelle turque,Streptopelia decaocto,2,FR-IDF,2026-01-07
Tourterelle turque,Streptopelia decaocto,3,FR-IDF,2026-02-02
Tourterelle turque,Streptopelia decaocto,2,FR-IDF,2026-02-07
Tourterelle turque,Streptopelia decaocto,2,FR-IDF,2026-02-08
Tourterelle turque,Streptopelia decaocto,2,FR-IDF,2026-03-22
Tourterelle turque,Streptopelia decaocto,1,FR-IDF,2025-08-24
Tourterelle turque,Streptopelia decaocto,1,FR-IDF,2026-01-04
Tourterelle turque,Streptopelia decaocto,2,FR-IDF,2026-03-20
Tourterelle turque,Streptopelia decaocto,1,FR-IDF,2025-09-18
Tourterelle turque,Streptopelia decaocto,1,FR-IDF,2025-12-13
Tourterelle turque,Streptopelia decaocto,15,FR-IDF,2026-04-06
Tourterelle turque,Streptopelia decaocto,2,FR-IDF,2026-04-12
Tourterelle turque,Streptopelia decaocto,2,FR-IDF,2026-04-04
Tourterelle turque,Streptopelia decaocto,5,FR-IDF,2026-04-06
Martinet à ventre blanc,Tachymarptis melba,2,ES-CT,2025-10-12
Martinet noir,Apus apus,X,FR-BFC,2025-08-09
Gallinule poule-d'eau,Gallinula chloropus,2,ES-CT,2025-10-12
Gallinule poule-d'eau,Gallinula chloropus,7,FR-BFC,2025-08-09
Gallinule poule-d'eau,Gallinula chloropus,1,FR-IDF,2026-02-28
Gallinule poule-d'eau,Gallinula chloropus,2,FR-IDF,2025-09-06
Gallinule poule-d'eau,Gallinula chloropus,1,FR-IDF,2026-02-28
Gallinule poule-d'eau,Gallinula chloropus,8,FR-IDF,2026-02-28
Gallinule poule-d'eau,Gallinula chloropus,5,FR-IDF,2026-03-21
Gallinule poule-d'eau,Gallinula chloropus,1,FR-IDF,2025-08-23
Gallinule poule-d'eau,Gallinula chloropus,8,FR-IDF,2025-08-30
Gallinule poule-d'eau,Gallinula chloropus,X,FR-IDF,2025-08-15
Foulque macroule,Fulica atra,4,FR-IDF,2025-08-23
Foulque macroule,Fulica atra,6,FR-IDF,2026-02-28
Foulque macroule,Fulica atra,8,FR-IDF,2026-02-28
Foulque macroule,Fulica atra,20,FR-IDF,2026-03-21
Foulque macroule,Fulica atra,3,FR-IDF,2025-08-30
Foulque macroule,Fulica atra,2,FR-IDF,2026-03-07
Foulque macroule,Fulica atra,X,FR-IDF,2025-08-15
Foulque macroule,Fulica atra,10,FR-IDF,2025-08-24
Foulque macroule,Fulica atra,X,FR-IDF,2025-08-25
Foulque macroule,Fulica atra,55,FR-IDF,2025-08-31
Foulque macroule,Fulica atra,70,FR-IDF,2025-09-18
Foulque macroule,Fulica atra,40,FR-IDF,2025-09-27
Foulque macroule,Fulica atra,40,FR-IDF,2025-09-28
Foulque macroule,Fulica atra,35,FR-IDF,2025-10-06
Foulque macroule,Fulica atra,25,FR-IDF,2025-11-11
Foulque macroule,Fulica atra,10,FR-IDF,2025-11-30
Foulque macroule,Fulica atra,25,FR-IDF,2025-12-09
Foulque macroule,Fulica atra,35,FR-IDF,2025-12-13
Foulque macroule,Fulica atra,25,FR-IDF,2026-01-04
Foulque macroule,Fulica atra,25,FR-IDF,2026-03-02
Foulque macroule,Fulica atra,25,FR-IDF,2026-04-18
Foulque macroule,Fulica atra,16,FR-IDF,2026-04-25
Foulque macroule,Fulica atra,2,FR-IDF,2026-04-06
Petit Gravelot,Thinornis dubius,1,JP-13,2026-05-14
Chevalier culblanc,Tringa ochropus,1,FR-IDF,2025-08-23
Chevalier culblanc,Tringa ochropus,1,FR-IDF,2026-04-06
Chevalier culblanc,Tringa ochropus,1,FR-IDF,2026-04-06
Mouette rieuse,Chroicocephalus ridibundus,1,ES-CT,2025-10-12
Mouette rieuse,Chroicocephalus ridibundus,25,ES-CT,2025-10-12
Mouette rieuse,Chroicocephalus ridibundus,10,ES-CT,2025-10-11
Mouette rieuse,Chroicocephalus ridibundus,12,FR-IDF,2026-02-28
Mouette rieuse,Chroicocephalus ridibundus,3,FR-IDF,2026-03-17
Mouette rieuse,Chroicocephalus ridibundus,1,FR-IDF,2026-02-21
Mouette rieuse,Chroicocephalus ridibundus,8,FR-IDF,2025-08-23
Mouette rieuse,Chroicocephalus ridibundus,10,FR-IDF,2025-08-30
Mouette rieuse,Chroicocephalus ridibundus,15,FR-IDF,2025-08-24
Mouette rieuse,Chroicocephalus ridibundus,20,FR-IDF,2026-03-07
Mouette rieuse,Chroicocephalus ridibundus,25,FR-IDF,2025-08-16
Mouette rieuse,Chroicocephalus ridibundus,10,FR-IDF,2025-08-24
Mouette rieuse,Chroicocephalus ridibundus,15,FR-IDF,2025-08-25
Mouette rieuse,Chroicocephalus ridibundus,10,FR-IDF,2025-08-30
Mouette rieuse,Chroicocephalus ridibundus,10,FR-IDF,2025-08-31
Mouette rieuse,Chroicocephalus ridibundus,20,FR-IDF,2025-09-18
Mouette rieuse,Chroicocephalus ridibundus,20,FR-IDF,2025-09-27
Mouette rieuse,Chroicocephalus ridibundus,40,FR-IDF,2025-09-28
Mouette rieuse,Chroicocephalus ridibundus,35,FR-IDF,2025-10-06
Mouette rieuse,Chroicocephalus ridibundus,15,FR-IDF,2025-11-11
Mouette rieuse,Chroicocephalus ridibundus,10,FR-IDF,2025-11-30
Mouette rieuse,Chroicocephalus ridibundus,10,FR-IDF,2025-12-09
Mouette rieuse,Chroicocephalus ridibundus,20,FR-IDF,2025-12-13
Mouette rieuse,Chroicocephalus ridibundus,5,FR-IDF,2026-01-04
Mouette rieuse,Chroicocephalus ridibundus,10,FR-IDF,2026-03-02
Mouette rieuse,Chroicocephalus ridibundus,15,FR-IDF,2026-04-18
Mouette rieuse,Chroicocephalus ridibundus,1,FR-IDF,2026-04-25
Mouette mélanocéphale,Ichthyaetus melanocephalus,2,FR-IDF,2026-02-28
Goéland leucophée,Larus michahellis,2,ES-CT,2025-10-12
Goéland leucophée,Larus michahellis,4,ES-CT,2025-10-12
Goéland leucophée,Larus michahellis,50,ES-CT,2025-10-12
Goéland leucophée,Larus michahellis,4,ES-CT,2025-10-11
Goéland leucophée,Larus michahellis,X,FR-IDF,2025-10-06
Sterne pierregarin,Sterna hirundo,10,FR-IDF,2025-08-31
Grèbe castagneux,Tachybaptus ruficollis,X,JP-26,2026-05-19
Grèbe castagneux,Tachybaptus ruficollis,2,JP-13,2026-05-14
Grèbe huppé,Podiceps cristatus,10,FR-IDF,2025-08-31
Grèbe huppé,Podiceps cristatus,15,FR-IDF,2025-09-18
Grèbe huppé,Podiceps cristatus,15,FR-IDF,2025-09-28
Grèbe huppé,Podiceps cristatus,20,FR-IDF,2025-10-06
Grèbe huppé,Podiceps cristatus,2,FR-IDF,2025-11-11
Grèbe huppé,Podiceps cristatus,1,FR-IDF,2025-12-09
Grèbe huppé,Podiceps cristatus,2,FR-IDF,2026-03-02
Grèbe huppé,Podiceps cristatus,3,FR-IDF,2026-04-25
Grand Cormoran,Phalacrocorax carbo,1,ES-CT,2025-10-11
Grand Cormoran,Phalacrocorax carbo,X,JP-26,2026-05-19
Grand Cormoran,Phalacrocorax carbo,1,FR-BFC,2025-08-11
Grand Cormoran,Phalacrocorax carbo,X,JP-13,2026-05-14
Grand Cormoran,Phalacrocorax carbo,2,FR-IDF,2025-08-23
Grand Cormoran,Phalacrocorax carbo,1,FR-IDF,2026-02-28
Grand Cormoran,Phalacrocorax carbo,1,FR-IDF,2026-02-02
Grand Cormoran,Phalacrocorax carbo,3,FR-IDF,2025-08-30
Grand Cormoran,Phalacrocorax carbo,1,FR-IDF,2025-08-05
Grand Cormoran,Phalacrocorax carbo,1,FR-IDF,2025-09-28
Grand Cormoran,Phalacrocorax carbo,2,FR-IDF,2025-10-06
Grand Cormoran,Phalacrocorax carbo,1,FR-IDF,2026-04-04
Cormoran huppé,Gulosus aristotelis,1,ES-CT,2025-10-11
Aigrette garzette,Egretta garzetta,3,ES-CT,2025-10-12
Aigrette garzette,Egretta garzetta,1,FR-BFC,2025-08-10
Aigrette garzette,Egretta garzetta,2,JP-13,2026-05-14
Aigrette garzette,Egretta garzetta,2,FR-IDF,2025-08-30
Aigrette garzette,Egretta garzetta,1,FR-IDF,2026-04-06
Aigrette garzette,Egretta garzetta,1,FR-IDF,2026-02-28
Grande Aigrette,Ardea alba,2,JP-26,2026-05-19
Grande Aigrette,Ardea alba,1,FR-IDF,2025-08-23
Héron cendré,Ardea cinerea,X,FR-OCC,2025-07-25
Héron cendré,Ardea cinerea,4,JP-26,2026-05-19
Héron cendré,Ardea cinerea,3,FR-BFC,2025-08-10
Héron cendré,Ardea cinerea,1,JP-13,2026-05-15
Héron cendré,Ardea cinerea,X,JP-13,2026-05-14
Héron cendré,Ardea cinerea,1,FR-IDF,2026-04-18
Héron cendré,Ardea cinerea,1,FR-IDF,2026-04-18
Héron cendré,Ardea cinerea,2,FR-IDF,2025-08-23
Héron cendré,Ardea cinerea,4,FR-IDF,2026-03-21
Héron cendré,Ardea cinerea,5,FR-IDF,2025-08-23
Héron cendré,Ardea cinerea,3,FR-IDF,2025-08-30
Héron cendré,Ardea cinerea,1,FR-IDF,2026-02-28
Héron cendré,Ardea cinerea,1,FR-IDF,2025-10-06
Héron cendré,Ardea cinerea,1,FR-IDF,2025-10-18
Héron cendré,Ardea cinerea,1,FR-IDF,2026-04-18
Héron cendré,Ardea cinerea,1,FR-IDF,2026-04-26
Héron cendré,Ardea cinerea,3,FR-IDF,2026-04-26
Gypaète barbu,Gypaetus barbatus,2,FR-OCC,2025-08-02
Bondrée apivore,Pernis apivorus,4,FR-OCC,2025-08-02
Vautour fauve,Gyps fulvus,1,FR-OCC,2025-07-31
Vautour fauve,Gyps fulvus,1,FR-OCC,2025-07-30
Vautour fauve,Gyps fulvus,2,FR-OCC,2025-08-02
Vautour fauve,Gyps fulvus,3,FR-OCC,2025-07-31
Aigle botté,Hieraaetus pennatus,2,FR-OCC,2025-08-02
Aigle royal,Aquila chrysaetos,2,FR-OCC,2025-07-30
Aigle royal,Aquila chrysaetos,1,FR-OCC,2025-08-02
Épervier d'Europe,Accipiter nisus,1,FR-OCC,2025-08-02
Épervier d'Europe,Accipiter nisus,1,FR-IDF,2026-02-21
Épervier d'Europe,Accipiter nisus,1,FR-IDF,2025-08-15
Milan noir,Milvus migrans,1,JP-29,2026-05-23
Buse variable,Buteo buteo,1,FR-OCC,2025-07-29
Buse variable,Buteo buteo,1,FR-OCC,2025-07-30
Buse variable,Buteo buteo,X,FR-OCC,2025-07-28
Buse variable,Buteo buteo,3,FR-IDF,2026-02-28
Buse variable,Buteo buteo,1,FR-IDF,2026-02-28
Buse variable,Buteo buteo,4,FR-IDF,2026-03-21
Buse variable,Buteo buteo,2,FR-IDF,2025-09-08
Buse variable,Buteo buteo,1,FR-IDF,2025-12-05
Buse variable,Buteo buteo,1,FR-IDF,2025-12-08
Buse variable,Buteo buteo,4,FR-IDF,2026-02-08
Buse variable,Buteo buteo,1,FR-IDF,2026-02-28
Buse variable,Buteo buteo,1,FR-IDF,2026-03-22
Buse variable,Buteo buteo,1,FR-IDF,2026-01-18
Buse variable,Buteo buteo,4,FR-IDF,2026-02-08
Buse variable,Buteo buteo,1,FR-IDF,2026-02-08
Buse variable,Buteo buteo,1,FR-IDF,2026-02-28
Buse variable,Buteo buteo,1,FR-IDF,2025-08-23
Buse variable,Buteo buteo,2,FR-IDF,2026-03-21
Buse variable,Buteo buteo,2,FR-IDF,2025-08-16
Buse variable,Buteo buteo,2,FR-IDF,2025-08-24
Buse variable,Buteo buteo,5,FR-IDF,2026-03-07
Buse variable,Buteo buteo,2,FR-IDF,2026-04-18
Buse variable,Buteo buteo,2,FR-IDF,2025-08-16
Buse variable,Buteo buteo,2,FR-IDF,2025-08-17
Buse variable,Buteo buteo,2,FR-IDF,2025-08-15
Buse variable,Buteo buteo,1,FR-IDF,2025-08-16
Buse variable,Buteo buteo,1,FR-IDF,2025-09-27
Buse variable,Buteo buteo,1,FR-IDF,2025-12-13
Buse variable,Buteo buteo,1,FR-IDF,2026-04-06
Buse variable,Buteo buteo,1,FR-IDF,2026-04-25
Buse variable,Buteo buteo,2,FR-IDF,2026-04-04
Buse variable,Buteo buteo,1,FR-IDF,2026-04-04
Buse variable,Buteo buteo,2,FR-IDF,2026-04-04
Chouette hulotte,Strix aluco,1,FR-IDF,2026-03-21
Chouette hulotte,Strix aluco,1,FR-IDF,2026-02-17
Chouette hulotte,Strix aluco,1,FR-IDF,2026-01-18
Chouette hulotte,Strix aluco,1,FR-IDF,2026-01-18
Chouette hulotte,Strix aluco,1,FR-IDF,2026-02-08
Chouette hulotte,Strix aluco,1,FR-IDF,2026-02-21
Chouette hulotte,Strix aluco,1,FR-IDF,2026-04-18
Chouette hulotte,Strix aluco,1,FR-IDF,2025-12-19
Chouette hulotte,Strix aluco,1,FR-IDF,2026-04-06
Chouette hulotte,Strix aluco,1,FR-IDF,2026-04-12
Martin-pêcheur d'Europe,Alcedo atthis,1,FR-IDF,2025-09-06
Pic kisuki,Yungipicus kizuki,1,JP-29,2026-05-23
Pic mar,Dendrocoptes medius,1,FR-IDF,2026-02-28
Pic mar,Dendrocoptes medius,2,FR-IDF,2026-03-21
Pic mar,Dendrocoptes medius,1,FR-IDF,2026-01-17
Pic mar,Dendrocoptes medius,1,FR-IDF,2026-01-30
Pic mar,Dendrocoptes medius,1,FR-IDF,2026-01-18
Pic mar,Dendrocoptes medius,3,FR-IDF,2026-02-08
Pic mar,Dendrocoptes medius,1,FR-IDF,2026-02-08
Pic mar,Dendrocoptes medius,1,FR-IDF,2026-02-21
Pic mar,Dendrocoptes medius,1,FR-IDF,2026-03-21
Pic mar,Dendrocoptes medius,1,FR-IDF,2026-03-07
Pic mar,Dendrocoptes medius,1,FR-IDF,2025-12-13
Pic mar,Dendrocoptes medius,3,FR-IDF,2026-04-04
Pic mar,Dendrocoptes medius,1,FR-IDF,2026-04-26
Pic épeiche,Dendrocopos major,1,FR-OCC,2025-08-02
Pic épeiche,Dendrocopos major,1,FR-OCC,2025-07-31
Pic épeiche,Dendrocopos major,1,FR-IDF,2026-02-28
Pic épeiche,Dendrocopos major,2,FR-IDF,2026-03-21
Pic épeiche,Dendrocopos major,1,FR-IDF,2025-09-29
Pic épeiche,Dendrocopos major,1,FR-IDF,2026-01-17
Pic épeiche,Dendrocopos major,1,FR-IDF,2026-02-02
Pic épeiche,Dendrocopos major,1,FR-IDF,2026-02-07
Pic épeiche,Dendrocopos major,3,FR-IDF,2026-02-28
Pic épeiche,Dendrocopos major,1,FR-IDF,2026-01-18
Pic épeiche,Dendrocopos major,1,FR-IDF,2026-01-18
Pic épeiche,Dendrocopos major,1,FR-IDF,2026-02-08
Pic épeiche,Dendrocopos major,1,FR-IDF,2026-02-21
Pic épeiche,Dendrocopos major,1,FR-IDF,2026-03-21
Pic épeiche,Dendrocopos major,2,FR-IDF,2026-03-07
Pic épeiche,Dendrocopos major,1,FR-IDF,2026-04-06
Pic épeiche,Dendrocopos major,2,FR-IDF,2026-04-26
Pic épeiche,Dendrocopos major,1,FR-IDF,2026-04-25
Pic épeiche,Dendrocopos major,1,FR-IDF,2025-12-13
Pic épeiche,Dendrocopos major,1,FR-IDF,2026-04-12
Pic épeiche,Dendrocopos major,1,FR-IDF,2026-04-18
Pic épeiche,Dendrocopos major,2,FR-IDF,2026-04-04
Pic épeiche,Dendrocopos major,1,FR-IDF,2026-04-06
Pic épeiche,Dendrocopos major,2,FR-IDF,2026-04-06
Pic épeiche,Dendrocopos major,3,FR-IDF,2026-04-26
Pic épeichette,Dryobates minor,1,FR-IDF,2026-04-12
Pic épeichette,Dryobates minor,3,FR-IDF,2026-04-06
Pic épeichette,Dryobates minor,2,FR-IDF,2026-04-26
Pic vert,Picus viridis,1,FR-IDF,2026-02-28
Pic vert,Picus viridis,1,FR-IDF,2026-02-28
Pic vert,Picus viridis,3,FR-IDF,2026-03-21
Pic vert,Picus viridis,1,FR-IDF,2025-09-08
Pic vert,Picus viridis,1,FR-IDF,2025-09-14
Pic vert,Picus viridis,1,FR-IDF,2026-02-28
Pic vert,Picus viridis,1,FR-IDF,2026-03-07
Pic vert,Picus viridis,1,FR-IDF,2026-03-07
Pic vert,Picus viridis,1,FR-IDF,2026-03-09
Pic vert,Picus viridis,1,FR-IDF,2026-03-10
Pic vert,Picus viridis,1,FR-IDF,2026-01-18
Pic vert,Picus viridis,6,FR-IDF,2026-03-07
Pic vert,Picus viridis,1,FR-IDF,2026-04-04
Pic vert,Picus viridis,1,FR-IDF,2026-04-04
Pic vert,Picus viridis,1,FR-IDF,2026-02-28
Pic vert,Picus viridis,1,FR-IDF,2026-04-18
Pic vert,Picus viridis,1,FR-IDF,2025-08-24
Pic vert,Picus viridis,1,FR-IDF,2026-04-04
Pic vert,Picus viridis,1,FR-IDF,2026-04-06
Pic vert,Picus viridis,1,FR-IDF,2026-04-12
Pic vert,Picus viridis,1,FR-IDF,2026-04-12
Pic vert,Picus viridis,2,FR-IDF,2026-04-12
Pic vert,Picus viridis,1,FR-IDF,2026-04-18
Pic vert,Picus viridis,1,FR-IDF,2026-04-25
Pic vert,Picus viridis,1,FR-IDF,2026-04-04
Pic vert,Picus viridis,1,FR-IDF,2026-04-06
